NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PDCD2	1	PDCD2	
ADAT2	1	ADAT2	
IMP4	1	IMP4	
LHFPL6	1	LHFPL6	
TSN	1	TSN	
NCL	1	NCL	
ABRACL	1	ABRACL	
SURF6	1	SURF6	
CDK5RAP2	1	CDK5RAP2	
NDOR1	1	NDOR1	
NUP214	1	NUP214	
RPP40	1	RPP40	
ILKAP	1	ILKAP	
PPAN	1	PPAN	
METTL13	1	EEF1AKNMT	
TRUB2	1	TRUB2	
UQCRC1	1	UQCRC1	
NEK4	1	NEK4	
MKRN2	1	MKRN2	
ORC3	1	ORC3	
MRM3	1	MRM3	
DNLZ	1	DNLZ	
TRMT11	1	TRMT11	
CARNMT1	1	CARNMT1	
PPP6C	1	PPP6C	
MVB12B	1	MVB12B	
VAV3	1	VAV3	
COL24A1	1	COL24A1	
ZNF433-AS1	1	ZNF433-AS1	
ZNF433	1	ZNF433	
AKR1C4	1	AKR1C4	
CAB39	1	CAB39	
TNFAIP3	1	TNFAIP3	
EXOSC7	1	EXOSC7	
CNOT9	1	CNOT9	
AGPS	1	AGPS	
GLP1R	1	GLP1R	
CASP3	1	CASP3	
THOC7	1	THOC7	
GLTPD2	1	GLTPD2	
TMEM177	1	TMEM177	
ZNF620	1	ZNF620	
EPHA3	1	EPHA3	
PLD6	1	PLD6	
SACM1L	1	SACM1L	
SLC25A25	1	SLC25A25	
CBWD6	1	CBWD6	
SPINK1	1	SPINK1	
ARL8B	1	ARL8B	
PPIL4	1	PPIL4	
ADGRB2	1	ADGRB2	
RABGAP1	1	RABGAP1	
YY2	1	YY2	
KIAA1586	1	KIAA1586	
ENTR1	1	ENTR1	
ENDOG	1	ENDOG	
ARPC5L	1	ARPC5L	
EXOSC3	1	EXOSC3	
PLPP1	1	PLPP1	
SMIM4	1	SMIM4	
SMU1	1	SMU1	
GC	1	GC	
CBWD5	1	CBWD5	
MUC2	1	MUC2	
TRAIP	1	TRAIP	
OTULINL	1	OTULINL	
LYPD6B	1	LYPD6B	
MAIP1	1	MAIP1	
VAV2	1	VAV2	
HOXC12	1	HOXC12	
TRABD2A	1	TRABD2A	
GALNT6	1	GALNT6	
KLHL18	1	KLHL18	
ZC3H15	1	ZC3H15	
GMPR	1	GMPR	
FAM174C	1	FAM174C	
APOB	1	APOB	
SMPD4	1	SMPD4	
FAM83B	1	FAM83B	
GABRB2	1	GABRB2	
NDUFA8	1	NDUFA8	
GOLGA2P11	1	GOLGA2P11	
REXO4	1	REXO4	
PSMB7	1	PSMB7	
LYPD6	1	LYPD6	
TSPAN7	1	TSPAN7	
DNAJC8	1	DNAJC8	
HEG1	1	HEG1	
EPHA4	1	EPHA4	
SQSTM1	1	SQSTM1	
C9orf64	1	C9orf64	
DOLK	1	DOLK	
MRPL50	1	MRPL50	
STOML2	1	STOML2	
GRIK4	1	GRIK4	
PRPF40A	1	PRPF40A	
IMPDH1	1	IMPDH1	
SENP6	1	SENP6	
LRRN1	1	LRRN1	
MARS2	1	MARS2	
GTF3C4	1	GTF3C4	
VAMP7	1	VAMP7	
CBX1	1	CBX1	
CSNK1D	1	CSNK1D	
ALDH1B1	1	ALDH1B1	
TESK1	1	TESK1	
CCDC51	1	CCDC51	
GPR55	1	GPR55	
CDK5RAP1	1	CDK5RAP1	
CENPJ	1	CENPJ	
ZNF569	1	ZNF569	
YRDC	1	YRDC	
HCCS	1	HCCS	
MOCS2	1	MOCS2	
TMEM43	1	TMEM43	
FANCG	1	FANCG	
CEMIP2	1	CEMIP2	
PDE3A	1	PDE3A	
UBE2F	1	UBE2F	
FKBPL	1	FKBPL	
ZNF502	1	ZNF502	
DMD	1	DMD	
CDCA7	1	CDCA7	
BRPF1	1	BRPF1	
SURF2	1	SURF2	
PLEKHB2	1	PLEKHB2	
HEPACAM2	1	HEPACAM2	
NIFK	1	NIFK	
MAPKAPK3	1	MAPKAPK3	
NDUFAF4	1	NDUFAF4	
IMPDH1P8	1	IMPDH1P8	
ADTRP	1	ADTRP	
GTF3C5	1	GTF3C5	
GASK1B-AS1	1	GASK1B-AS1	
SWI5	1	SWI5	
RIOK1	1	RIOK1	
MRPL44	1	MRPL44	
IGFBP2	1	IGFBP2	
DCUN1D2	1	DCUN1D2	
POLR1E	1	POLR1E	
SETMAR	1	SETMAR	
NDUFAF3	1	NDUFAF3	
RBM28	1	RBM28	
CLASP2	1	CLASP2	
CADPS	1	CADPS	
SPTLC3	1	SPTLC3	
HMGN1	1	HMGN1	
DBR1	1	DBR1	
ARHGAP20	1	ARHGAP20	
HES6	1	HES6	
MTRES1	1	MTRES1	
PGAM5	1	PGAM5	
RARS2	1	RARS2	
ZBTB43	1	ZBTB43	
TRIM40	1	TRIM40	
NOTCH1	1	NOTCH1	
MAK16	1	MAK16	
GPS2	1	GPS2	
TM2D2	1	TM2D2	
GOLGA1	1	GOLGA1	
CROT	1	CROT	
UBAP1	1	UBAP1	
IL32	1	IL32	
DDX18	1	DDX18	
ATAD3B	1	ATAD3B	
WTAP	1	WTAP	
FSD1L	1	FSD1L	
SIK1	1	SIK1	
MTO1	1	MTO1	
SLC16A14	1	SLC16A14	
SCLY	1	SCLY	
CCDC150	1	CCDC150	
GALT	1	GALT	
STRBP	1	STRBP	
CCDC169	1	CCDC169	
MRPS30	1	MRPS30	
PRKG2	1	PRKG2	
NKAIN4	1	NKAIN4	
SDSL	1	SDSL	
TOMM5	1	TOMM5	
UBAP2	1	UBAP2	
FASTKD3	1	FASTKD3	
HAUS7	1	HAUS7	
TP53	1	TP53	
NUP35	1	NUP35	
RAB32	1	RAB32	
TAMM41	1	TAMM41	
PALS2	1	PALS2	
TMEM250	1	TMEM250	
DDX39B	1	DDX39B	
LUM	1	LUM	
NUP188	1	NUP188	
AXDND1	1	AXDND1	
ABL1	1	ABL1	
RNF8	1	RNF8	
SUCLA2	1	SUCLA2	
CLDN18	1	CLDN18	
HES1	1	HES1	
PTP4A1	1	PTP4A1	
BCS1L	1	BCS1L	
TMEM203	1	TMEM203	
CWC22	1	CWC22	
TOR1A	1	TOR1A	
FBXW2	1	FBXW2	
BICC1	1	BICC1	
DHX35	1	DHX35	
MAPKAP1	1	MAPKAP1	
ZNF445	1	ZNF445	
MT1G	1	MT1G	
DIABLO	1	DIABLO	
DENND2C	1	DENND2C	
ENSG00000216775	1	LOC730101	
HSPE1	1	HSPE1	
ANAPC2	1	ANAPC2	
NOL8	1	NOL8	
NFX1	1	NFX1	
DNAJA1	1	DNAJA1	
AAMP	1	AAMP	
SNRPB	1	SNRPB	
MON1A	1	MON1A	
CA5BP1	1	CA5BP1	
MARK1	1	MARK1	
TTF1	1	TTF1	
MSI1	1	MSI1	
PARS2	1	PARS2	
DROSHA	1	DROSHA	
ATIC	1	ATIC	
TMA7	1	TMA7	
CDC40	1	CDC40	
NELFB	1	NELFB	
SAP130	1	SAP130	
SEMA6A	1	SEMA6A	
UPF3B	1	UPF3B	
CACHD1	1	CACHD1	
ATP5MC3	1	ATP5MC3	
PREP	1	PREP	
GPC3	1	GPC3	
ETNPPL	1	ETNPPL	
SRP19	1	SRP19	
ZDHHC2	1	ZDHHC2	
PRXL2C	1	PRXL2C	
PBRM1	1	PBRM1	
HTATSF1P2	1	HTATSF1P2	
MT1E	1	MT1E	
ZNF57	1	ZNF57	
LRRC47	1	LRRC47	
ERAL1	1	ERAL1	
SRM	1	SRM	
RTN1	1	RTN1	
NIBAN1	1	NIBAN1	
PDE10A	1	PDE10A	
TCOF1	1	TCOF1	
ZNF486	1	ZNF486	
PHB	1	PHB	
RNF25	1	RNF25	
TFB1M	1	TFB1M	
EZR	1	EZR	
SIGMAR1	1	SIGMAR1	
WASF3	1	WASF3	
DCAF1	1	DCAF1	
NEK3	1	NEK3	
CIZ1	1	CIZ1	
UBA3	1	UBA3	
ZNF736	1	ZNF736	
RAF1	1	RAF1	
MTLN	1	MTLN	
ABHD17B	1	ABHD17B	
NSUN2	1	NSUN2	
DCBLD2	1	DCBLD2	
FCAMR	1	FCAMR	
MPP7	1	MPP7	
FBRSL1	1	FBRSL1	
RRP36	1	RRP36	
PLCG1	1	PLCG1	
NDUFS6	1	NDUFS6	
SOSTDC1	1	SOSTDC1	
C2orf69	1	C2orf69	
RAD54L2	1	RAD54L2	
PRKRA	1	PRKRA	
PRPF3	1	PRPF3	
RFTN1	1	RFTN1	
PRPF4	1	PRPF4	
APOD	1	APOD	
LYAR	1	LYAR	
COL8A1	1	COL8A1	
SLC25A51	1	SLC25A51	
TUSC2	1	TUSC2	
COX7A2	1	COX7A2	
ENPP7P8	1	ENPP7P8	
ANKRD29	1	ANKRD29	
TRMT61A	1	TRMT61A	
C3orf14	1	C3orf14	
PPIG	1	PPIG	
HACL1	1	HACL1	
STK17B	1	STK17B	
CPE	1	CPE	
PDCL3	1	PDCL3	
LRIG3	1	LRIG3	
PRSS3	1	PRSS3	
MLH1	1	MLH1	
CAMK1	1	CAMK1	
ZNF100	1	ZNF100	
TUBB2A	1	TUBB2A	
INVS	1	INVS	
ORC2	1	ORC2	
ADH1C	1	ADH1C	
SS18L2	1	SS18L2	
LIME1	1	LIME1	
SNRPC	1	SNRPC	
CASP8AP2	1	CASP8AP2	
XRCC5	1	XRCC5	
MRPL4	1	MRPL4	
POLR2D	1	POLR2D	
C7orf50	1	C7orf50	
UCK1	1	UCK1	
NOP56	1	NOP56	
SLC17A4	1	SLC17A4	
DNPEP	1	DNPEP	
RUSC2	1	RUSC2	
CCNJL	1	CCNJL	
LCAL1	1	LCAL1	
LRRC45	1	LRRC45	
PDHB	1	PDHB	
TIMM22	1	TIMM22	
ANPEP	1	ANPEP	
RGS22	1	RGS22	
CUL4A	1	CUL4A	
FUCA2	1	FUCA2	
NT5C3B	1	NT5C3B	
RBM15B	1	RBM15B	
DDX27	1	DDX27	
HDDC2	1	HDDC2	
GLO1	1	GLO1	
VARS1	1	VARS1	
ASB6	1	ASB6	
NOP16	1	NOP16	
LYRM2	1	LYRM2	
SNRPD1	1	SNRPD1	
ZNF131	1	ZNF131	
INPP5E	1	INPP5E	
SLC19A1	1	SLC19A1	
TMEM171	1	TMEM171	
PRAP1	1	PRAP1	
ISCA1	1	ISCA1	
ZNF622	1	ZNF622	
PHPT1	1	PHPT1	
CDX1	1	CDX1	
COPRS	1	COPRS	
BYSL	1	BYSL	
PDGFRB	1	PDGFRB	
DCAF12	1	DCAF12	
DYNC1LI1	1	DYNC1LI1	
DHX16	1	DHX16	
CLDN11	1	CLDN11	
ZNF570	1	ZNF570	
SIMC1	1	SIMC1	
FUT6	1	FUT6	
BRIX1	1	BRIX1	
AMER1	1	AMER1	
CEP78	1	CEP78	
FOLH1	1	FOLH1	
CHML	1	CHML	
DUS1L	1	DUS1L	
WDR46	1	WDR46	
ABCF2	1	ABCF2	
PMS1	1	PMS1	
MGST3	1	MGST3	
MPC1	1	MPC1	
LINC02365	1	LINC02365	
LARS2	1	LARS2	
C5orf22	1	C5orf22	
FARSB	1	FARSB	
DDX54	1	DDX54	
CLUH	1	CLUH	
KCTD12	1	KCTD12	
HSDL2	1	HSDL2	
FAM13B	1	FAM13B	
RPE	1	RPE	
DDX56	1	DDX56	
ODF2	1	ODF2	
TDRD5	1	TDRD5	
BEND3	1	BEND3	
QSOX2	1	QSOX2	
PCMT1	1	PCMT1	
TYW1	1	TYW1	
HDGFL3	1	HDGFL3	
NAT8B	1	NAT8B	
YES1	1	YES1	
EIF4E2	1	EIF4E2	
TLR4	1	TLR4	
MTX2	1	MTX2	
TXN	1	TXN	
CYP2C19	1	CYP2C19	
CLCN5	1	CLCN5	
PSMG3	1	PSMG3	
SBDSP1	1	SBDSP1	
CCDC93	1	CCDC93	
CCDC66	1	CCDC66	
TMEM183BP	1	TMEM183BP	
TPH1	1	TPH1	
TRIM16	1	TRIM16	
METTL6	1	METTL6	
MED22	1	MED22	
ABCA8	1	ABCA8	
HERC5	1	HERC5	
RAD23B	1	RAD23B	
KATNA1	1	KATNA1	
LINC01123	1	LINC01123	
FGF20	1	FGF20	
IPPK	1	IPPK	
RANGRF	1	RANGRF	
ENPP7P1	1	ENPP7P1	
TRIM45	1	TRIM45	
GPS1	1	GPS1	
WNT5A	1	WNT5A	
TBC1D22B	1	TBC1D22B	
SPINK4	1	SPINK4	
APBA1	1	APBA1	
PLXDC2	1	PLXDC2	
PFDN6	1	PFDN6	
SCAF8	1	SCAF8	
LAMP1	1	LAMP1	
ZBED6CL	1	ZBED6CL	
ZNF442	1	ZNF442	
ST6GALNAC4	1	ST6GALNAC4	
ZBTB2	1	ZBTB2	
TAF15	1	TAF15	
ZNF530	1	ZNF530	
CLTA	1	CLTA	
PSPC1	1	PSPC1	
F3	1	F3	
MAPRE1	1	MAPRE1	
PWP2	1	PWP2	
MRPL58	1	MRPL58	
PSMC1	1	PSMC1	
RRP1B	1	RRP1B	
IP6K1	1	IP6K1	
REEP6	1	REEP6	
CEP152	1	CEP152	
ZNF296	1	ZNF296	
FAM27E3	1	FAM27E3	
SLC27A4	1	SLC27A4	
TRMO	1	TRMO	
FANCC	1	FANCC	
ZDHHC12	1	ZDHHC12	
MRPL36	1	MRPL36	
OLA1	1	OLA1	
STK25	1	STK25	
CHAMP1	1	CHAMP1	
MRPL12	1	MRPL12	
ENSG00000238058	1	LOC107987141	
MAPK1IP1L	1	MAPK1IP1L	
C1orf109	1	C1orf109	
C6orf120	1	C6orf120	
PDGFD	1	PDGFD	
FBXL19-AS1	1	FBXL19-AS1	
BMP8A	1	BMP8A	
ARRDC1-AS1	1	ARRDC1-AS1	
ATG5	1	ATG5	
CCL15-CCL14	1	CCL15-CCL14	
TENT5C	1	TENT5C	
B4GALT1	1	B4GALT1	
EHHADH	1	EHHADH	
CCL20	1	CCL20	
DOCK4	1	DOCK4	
NAA10	1	NAA10	
STK33	1	STK33	
RFK	1	RFK	
AMD1	1	AMD1	
HIP1R	1	HIP1R	
NDUFB6	1	NDUFB6	
TARS1	1	TARS1	
NR4A3	1	NR4A3	
NIF3L1	1	NIF3L1	
SERBP1	1	SERBP1	
COL4A3	1	COL4A3	
PROX1	1	PROX1	
CEP76	1	CEP76	
PDCL	1	PDCL	
UTP6	1	UTP6	
MRRF	1	MRRF	
XPO5	1	XPO5	
HBS1L	1	HBS1L	
SPIB	1	SPIB	
TCP1	1	TCP1	
ASF1A	1	ASF1A	
ACKR3	1	ACKR3	
CENPV	1	CENPV	
RRP1	1	RRP1	
REPS1	1	REPS1	
SSNA1	1	SSNA1	
FBXO10	1	FBXO10	
WDR12	1	WDR12	
FBXO30	1	FBXO30	
CDAN1	1	CDAN1	
FLVCR2	1	FLVCR2	
HINT3	1	HINT3	
PAK1IP1	1	PAK1IP1	
TONSL	1	TONSL	
RAD18	1	RAD18	
NACC2	1	NACC2	
EXOC2	1	EXOC2	
WNK2	1	WNK2	
SLC6A19	1	SLC6A19	
SPCS1	1	SPCS1	
POLR1C	1	POLR1C	
COX5B	1	COX5B	
GEMIN5	1	GEMIN5	
MOB4	1	MOB4	
UBE2E2	1	UBE2E2	
INIP	1	INIP	
GCLM	1	GCLM	
SCO1	1	SCO1	
DHX37	1	DHX37	
CDC5L	1	CDC5L	
CKS1B	1	CKS1B	
PTCHD1	1	PTCHD1	
EXOSC10	1	EXOSC10	
ZNF519	1	ZNF519	
SRR	1	SRR	
TIMM8A	1	TIMM8A	
DYNLT1	1	DYNLT1	
CDC23	1	CDC23	
UGDH	1	UGDH	
SETD2	1	SETD2	
PSMC4	1	PSMC4	
DIPK1B	1	DIPK1B	
DPH2	1	DPH2	
SRXN1	1	SRXN1	
PRELP	1	PRELP	
NYAP2	1	NYAP2	
TRIAP1	1	TRIAP1	
CCDC86	1	CCDC86	
ZNF44	1	ZNF44	
ZNF391	1	ZNF391	
RNF123	1	RNF123	
ETF1	1	ETF1	
BAG5	1	BAG5	
C20orf27	1	C20orf27	
YTHDF2	1	YTHDF2	
TOMM40	1	TOMM40	
CCT5	1	CCT5	
TOPORS	1	TOPORS	
SLC38A4	1	SLC38A4	
NCBP1	1	NCBP1	
POLD1	1	POLD1	
CACNA2D2	1	CACNA2D2	
ZNF142	1	ZNF142	
FUT4	1	FUT4	
MFF	1	MFF	
PTPA	1	PTPA	
DTNBP1	1	DTNBP1	
CDK9	1	CDK9	
ANKRD39	1	ANKRD39	
NDUFC2	1	NDUFC2	
C1orf112	1	C1orf112	
SYNCRIP	1	SYNCRIP	
EIF3B	1	EIF3B	
TSEN54	1	TSEN54	
CBX2	1	CBX2	
RHOBTB3	1	RHOBTB3	
NUP153	1	NUP153	
HNRNPA3	1	HNRNPA3	
NSRP1	1	NSRP1	
CYP1A1	1	CYP1A1	
SLC31A2	1	SLC31A2	
LUC7L2	1	LUC7L2	
SUMO3	1	SUMO3	
DTYMK	1	DTYMK	
MRPS35	1	MRPS35	
LINC01106	1	LINC01106	
TRAF3IP1	1	TRAF3IP1	
REP15	1	REP15	
TENT5A	1	TENT5A	
INSM1	1	INSM1	
SSB	1	SSB	
EIF5B	1	EIF5B	
NUP43	1	NUP43	
TNFAIP8L3	1	TNFAIP8L3	
PPP2R5D	1	PPP2R5D	
NQO2	1	NQO2	
RPUSD3	1	RPUSD3	
PRDM16-DT	1	PRDM16-DT	
ELP1	1	ELP1	
TMEM237	1	TMEM237	
KCTD20	1	KCTD20	
GNAL	1	GNAL	
GOPC	1	GOPC	
IRX3	1	IRX3	
POLD3	1	POLD3	
TMEM11	1	TMEM11	
COPS9	1	COPS9	
NDUFS1	1	NDUFS1	
SPATA5L1	1	SPATA5L1	
BZW1	1	BZW1	
PDF	1	PDF	
C1QBP	1	C1QBP	
NUP155	1	NUP155	
NBEAL2	1	NBEAL2	
AKAP5	1	AKAP5	
STEAP3	1	STEAP3	
ASNSD1	1	ASNSD1	
SRFBP1	1	SRFBP1	
ZNF441	1	ZNF441	
DNM3	1	DNM3	
CENPX	1	CENPX	
MIS18A	1	MIS18A	
NMUR2	1	NMUR2	
ACO1	1	ACO1	
UTP4	1	UTP4	
POLR1B	1	POLR1B	
MDN1	1	MDN1	
ZNF503	1	ZNF503	
IFI30	1	IFI30	
TTC4	1	TTC4	
FAM201A	1	FAM201A	
CKS2	1	CKS2	
SDC2	1	SDC2	
EIF1AX	1	EIF1AX	
OTULIN	1	OTULIN	
DCLRE1B	1	DCLRE1B	
ZNF763	1	ZNF763	
GTF3C6	1	GTF3C6	
CEL	1	CEL	
ZNF195	1	ZNF195	
DSP	1	DSP	
PGGT1B	1	PGGT1B	
ALS2	1	ALS2	
MAP3K20	1	MAP3K20	
TOR3A	1	TOR3A	
CERS6	1	CERS6	
DEK	1	DEK	
SSTR2	1	SSTR2	
SLC24A3	1	SLC24A3	
RIF1	1	RIF1	
EDN3	1	EDN3	
DNAJC2	1	DNAJC2	
HTT	1	HTT	
RPP21	1	RPP21	
ERICH4	1	ERICH4	
MYT1	1	MYT1	
ACRP1	1	ACRP1	
TIMM44	1	TIMM44	
CHCHD3	1	CHCHD3	
COL12A1	1	COL12A1	
ZNF552	1	ZNF552	
NOL9	1	NOL9	
CARMIL1	1	CARMIL1	
COA6	1	COA6	
PLAAT2	1	PLAAT2	
SMC2	1	SMC2	
CACNB2	1	CACNB2	
QTRT2	1	QTRT2	
ENSG00000204745	1	LOC102724642	
NOC4L	1	NOC4L	
KPNB1	1	KPNB1	
KCNK3	1	KCNK3	
MRTO4	1	MRTO4	
SLC43A2	1	SLC43A2	
DDX49	1	DDX49	
ELAC2	1	ELAC2	
CRYBG1	1	CRYBG1	
NDUFAF5	1	NDUFAF5	
MTARC1	1	MTARC1	
EPHB2	1	EPHB2	
RHOA	1	RHOA	
DKC1	1	DKC1	
CDK5R1	1	CDK5R1	
ZUP1	1	ZUP1	
REG1A	1	REG1A	
BRD2	1	BRD2	
ZBTB6	1	ZBTB6	
LEF1	1	LEF1	
PEX3	1	PEX3	
WDR72	1	WDR72	
LPIN2	1	LPIN2	
GLA	1	GLA	
ENSG00000275464	1	LOC102724159	
MBIP	1	MBIP	
ERVK3-1	1	ERVK3-1	
DYNC1I2	1	DYNC1I2	
ESF1	1	ESF1	
ITGAE	1	ITGAE	
SLC25A33	1	SLC25A33	
PLPPR1	1	PLPPR1	
WDR33	1	WDR33	
FANCE	1	FANCE	
RPF1	1	RPF1	
ME1	1	ME1	
MIR17HG	1	MIR17HG	
TIMP3	1	TIMP3	
OPA1	1	OPA1	
SSTR1	1	SSTR1	
GABBR2	1	GABBR2	
SRPK1	1	SRPK1	
C3orf85	1	C3orf85	
NME6	1	NME6	
PSMB1	1	PSMB1	
FAM210A	1	FAM210A	
FARSA	1	FARSA	
MRPS10	1	MRPS10	
KIF24	1	KIF24	
ROMO1	1	ROMO1	
C12orf43	1	C12orf43	
FAM120A	1	FAM120A	
PRR3	1	PRR3	
PFN1	1	PFN1	
GDF15	1	GDF15	
LRRC26	1	LRRC26	
RFT1	1	RFT1	
PGBD1	1	PGBD1	
F2R	1	F2R	
GATA6	1	GATA6	
RAB3C	1	RAB3C	
MTRF1L	1	MTRF1L	
CHTOP	1	CHTOP	
PRPS1	1	PRPS1	
ZBTB9	1	ZBTB9	
ANAPC1	1	ANAPC1	
HMGXB3	1	HMGXB3	
DFFBP1	1	DFFBP1	
ZNF714	1	ZNF714	
TEX10	1	TEX10	
DNAJC11	1	DNAJC11	
MTERF2	1	MTERF2	
MXRA5	1	MXRA5	
SORBS1	1	SORBS1	
TBPL1	1	TBPL1	
HYAL3	1	HYAL3	
PASK	1	PASK	
GMNN	1	GMNN	
TAF11	1	TAF11	
BRD9	1	BRD9	
MMS22L	1	MMS22L	
GSTA1	1	GSTA1	
PRIM2	1	PRIM2	
ZBTB24	1	ZBTB24	
MTRR	1	MTRR	
XPA	1	XPA	
NKX6-1	1	NKX6-1	
ARMT1	1	ARMT1	
MRM2	1	MRM2	
UTP15	1	UTP15	
WDR3	1	WDR3	
FUBP3	1	FUBP3	
RNF20	1	RNF20	
TBCD	1	TBCD	
MRFAP1	1	MRFAP1	
ACAA1	1	ACAA1	
ANAPC7	1	ANAPC7	
DUSP12	1	DUSP12	
GTPBP10	1	GTPBP10	
MAD2L1BP	1	MAD2L1BP	
SLIRP	1	SLIRP	
PELP1	1	PELP1	
RBP2	1	RBP2	
CPSF4	1	CPSF4	
TBC1D13	1	TBC1D13	
DENND1A	1	DENND1A	
RPP14	1	RPP14	
SDHB	1	SDHB	
BUB1B-PAK6	1	BUB1B-PAK6	
LIMK2	1	LIMK2	
